netflix_titles.csv/show_id,netflix_titles.csv/type,netflix_titles.csv/title,netflix_titles.csv/director,netflix_titles.csv/cast,netflix_titles.csv/country,netflix_titles.csv/date_added,netflix_titles.csv/release_year,netflix_titles.csv/rating,netflix_titles.csv/duration,netflix_titles.csv/listed_in,netflix_titles.csv/description
b's1756',b'TV Show',b'Leah Remini: Scientology and the Aftermath',,"b'Leah Remini, Mike Rinder'",b'United States',2020-11-01,2018,b'TV-14',b'3 Seasons',b'Docuseries',b'Former Scientology members share detailed accounts of alleged abuse and harassment by the Church in this docuseries from actress Leah Remini.'
b's1757',b'TV Show',b'LEGO Jurassic World: Legend of Isla Nublar',,,b'United States',2020-11-01,2019,b'TV-Y',b'1 Season',"b""Kids' TV""","b'At Jurassic Park, a velociraptor handler and an operations manager tackle crises of epic proportions as they try to prevent dinosaur-sized disasters.'"
b's1758',b'TV Show',b'LEGO Jurassic World: Secret Exhibit',,"b'Britt McKillip, Ian Hanlin, Dhirendra, Alex Zahara, Vincent Tong, Bethany Brown, Adrian Petriw, Sabrina Pitre'",b'United States',2020-11-01,2018,b'TV-Y',b'1 Season',"b""Kids' TV""",b'A can-do problem solver teams up with a rugged animal behaviorist to transport a trio of dinosaurs across the park to a super-secret exhibit.'
b's1759',b'TV Show',b'LEGO Ninjago',,"b'Michael Adamthwaite, Paul Dobson, Kelly Metzger, Brent Miller, Kirby Morrow, Pauline Newstone, Vincent Tong, Sam Vincent'",b'Canada',2020-11-01,2020,b'TV-Y7',b'2 Seasons',"b""Kids' TV""","b'While fighting foes across Ninjago City and beyond, the ninjas embark on new quests and gain newfound allies as the power of their friendship is tested.'"
b's1760',b'TV Show',b'LEGO Ninjago: Masters of Spinjitzu',,"b'Vincent Tong, Jillian Michaels, Ian James Corlett, John Novak, Paul Dobson, Michael Adamthwaite, Kelly Metzger, Brent Miller, Kirby Morrow, Brian Drummond, Mark Oliver, Michael Kopsa'","b'Denmark, Singapore, Canada, United States'",2020-11-01,2019,b'TV-Y7',b'10 Seasons',"b""Kids' TV""","b'Kai, Jay, Cole and Zane must master their elemental powers and Spinjitzu weapons to protect the land of Ninjago, which also has an underworld.'"
b's1761',b'TV Show',b'LEGO: CITY Adventures',,"b'Joe Zieja, Misty Lee, Alex Cazares, Daniel MK Cohen, James Arnold Taylor, Roger Craig Smith, Mick Lauer'","b'United States, France, Denmark'",2020-11-01,2019,b'TV-Y',b'1 Season',"b""Kids' TV, TV Comedies""","b'In a boomtown built on fun, friendship and wacky mischief, a quirky crew of cops and firefighters work hard to preserve the peace and awesomeness.'"
b's1762',b'Movie',b'Little Monsters',b'Richard Greenberg',"b'Fred Savage, Howie Mandel, Daniel Stern, Margaret Whitton, Rick Ducommun, Frank Whaley, Ben Savage, William Murray Weiss, Devin Ratray, Amber Barretto'",b'United States',2020-11-01,1989,b'PG',b'102 min',"b'Children & Family Movies, Comedies'","b'Brian knows there are creatures under his bed. When he faces his fears and confronts them, however, he makes some hilariously weird new friends.'"
b's1763',b'Movie',b'Mile 22',b'Peter Berg',"b'Mark Wahlberg, Lauren Cohan, Iko Uwais, John Malkovich, Ronda Rousey, Carlo Alban, Sam Medina, Terry Kinney, Nikolai Nikolaeff, Natasha Goubskaya'","b'United States, China, Colombia'",2020-11-01,2018,b'R',b'94 min',b'Action & Adventure',"b'An officer in a top-secret CIA unit leads his team in escorting a prized intelligence asset to safety, with enemy forces hot on their trail.'"
b's1764',b'Movie',b'Piercing',b'Nicolas Pesce',"b'Christopher Abbott, Mia Wasikowska, Laia Costa, Marin Ireland, Maria Dizzia, Wendell Pierce, Olivia Bond, Dakota Lustick'",b'United States',2020-11-01,2018,b'R',b'81 min',"b'Dramas, Independent Movies, Thrillers'",b'A family man plots to kill a spellbinding sex worker but ends up in a psychosexual exercise to outwit his twisted target.'
b's1765',b'Movie',b'Snowden',b'Oliver Stone',"b'Joseph Gordon-Levitt, Shailene Woodley, Zachary Quinto, Melissa Leo, Tom Wilkinson, Timothy Olyphant, Nicolas Cage, Rhys Ifans, Joely Richardson, Scott Eastwood, Ben Schnetzer, Logan Marshall-Green'","b'United Kingdom, France, Germany, United States'",2020-11-01,2016,b'R',b'134 min',"b'Dramas, Thrillers'","b""This thriller traces Edward Snowden's journey from Army recruit to disillusioned government analyst bent on exposing vast U.S. surveillance programs."""
b's1766',b'TV Show',b'The Garfield Show',,"b'Frank Welker, Wally Wingert, Gregg Berger'","b'France, United States'",2020-11-01,2018,b'TV-Y',b'4 Seasons',"b""Kids' TV, TV Comedies""","b'Lazy, lasagna-loving fat cat Garfield lives life on his own terms, which includes teasing his geeky owner, Jon, and tormenting dimwitted dog Odie.'"
b's1767',b'TV Show',b'The Good Detective',,"b'Son Hyun-joo, Jang Seung-jo, Lee Elijah, Oh Jung-se'",b'South Korea',2020-11-01,2020,b'TV-MA',b'1 Season',"b'Crime TV Shows, International TV Shows, TV Dramas'","b""When doubts rise about a five-year-old murder conviction, a veteran detective partners with a young hotshot to hunt down the case's hidden truths."""
b's1768',b'Movie',b'The Impossible',b'J.A. Bayona',"b'Naomi Watts, Ewan McGregor, Tom Holland, Samuel Joslin, Oaklee Pendergast, Marta Etura, S\xc3\xb6nke M\xc3\xb6hring, Geraldine Chaplin, Ploy Jindachote, Jomjaoi Sae-Limh'","b'Spain, Thailand, United States'",2020-11-01,2012,b'PG-13',b'114 min',b'Dramas',"b""Tracking one family's harrowing experiences, this gripping drama depicts the chaos generated by the massive 2004 tsunami in Southeast Asia."""
b's1769',b'Movie',b'The Next Karate Kid',b'Christopher Cain',"b'Pat Morita, Hilary Swank, Michael Ironside, Constance Towers, Chris Conrad, Arsenio ""Sonny"" Trinidad, Michael Cavalieri, Walton Goggins'",b'United States',2020-11-01,1994,b'PG',b'107 min',"b'Action & Adventure, Dramas, Sports Movies'","b'In Boston, karate master Mr. Miyagi finds a new pupil in troubled teen Julie Pierce when she gets bullied by a group of relentless classmates.'"
b's1770',b'TV Show',b'Voice',,"b'Jang Hyuk, Lee Ha-na, Baek Sung-hyun, Ye-sung, Son Eun-seo, Kwon Jae-hwan, Lee Ju-seung, Kim Jae-wook'",b'South Korea',2020-11-01,2018,b'TV-14',b'2 Seasons',"b'Crime TV Shows, International TV Shows, Korean TV Shows'","b'A deft detective whose wife is killed by a serial murderer teams up with a rookie cop, a gifted voice profiler dealing with her own father\xe2\x80\x99s murder.'"
b's1771',b'Movie',b'Wheels of Fortune',b'Shaun Paul Piccinino',"b'Matt Jones, Noureen DeWulf, John Ducey, Matty Cardarople, Jeff Fahey, Christina Moore, Gabriel Tigerman, Ali Afshar, Tyler Jacob Moore, Jessica Serfaty'",b'United States',2020-11-01,2020,b'R',b'107 min',"b'Comedies, Sports Movies'","b""To claim a big inheritance, a down-on-his-luck mechanic must win a series of competitions as outlined in his birth father's will."""
b's1772',b'TV Show',b'Afronta! Facing It!',b'Juliana Vicente',"b'Loo Nascimento, Ingrid Silva, Rincon Sapi\xc3\xaancia, Batekoo, Gabriel Martins, Benjamin Abras, Daniele DaMata, Tasha & Tracie Okereke, Mariana de Matos, Andr\xc3\xa9 Novais, Mahal Pita, Grace Pass\xc3\xb4, Thamyra Th\xc3\xa2mara, Xenia Fran\xc3\xa7a, Criola, Dani Ornellas, Anelis Assump\xc3\xa7\xc3\xa3o, Mag\xc3\xa1 Moura, T\xc3\xa1ssia Reis, Liniker, Yasmin Thayn\xc3\xa1, Raquel Virg\xc3\xadnia, Juliana Luna, Erica Malunguinho, Diane Lima, Karol Conk\xc3\xa1'",b'Brazil',2020-10-31,2017,b'TV-PG',b'1 Season',"b'Docuseries, International TV Shows'","b'This docuseries spotlights Afro-Brazilian thinkers sharing their individual journeys and discussing representation, entrepreneurship and community.'"
b's1773',b'Movie',b'The 12th Man',b'Harald Zwart',"b'Thomas Gullestad, Jonathan Rhys Meyers, Marie Blokhus, Mads Sj\xc3\xb8g\xc3\xa5rd Pettersen, Vegar Hoel, H\xc3\xa5kon T. Nielsen, Eirik Risholm Velle, Daniel Frikstad, Eric Dirnes, Alexander Zwart'",b'Norway',2020-10-31,2018,b'TV-MA',b'130 min',"b'Action & Adventure, Dramas, International Movies'","b'Based on true events, this story follows a Norwegian saboteur\xe2\x80\x99s harrowing struggle to reach safety after escaping a Nazi attack during World War II.'"
b's1774',b'TV Show',"b""Zumbo's Just Desserts""",,"b'Adriano Zumbo, Rachel Khoo'",b'Australia',2020-10-31,2019,b'TV-PG',b'1 Season',"b'International TV Shows, Reality TV'","b'Dessert wizard Adriano Zumbo looks for the next \xe2\x80\x9cWilly Wonka\xe2\x80\x9d in this tense competition that finds skilled amateurs competing for a $100,000 prize.'"
b's1775',b'Movie',b'Hidden in Plain Sight',b'Stacia Crawford',"b'Victoria Barabas, Gino Anthony Pesi, Jake Allyn, Deborah Van Valkenburgh, Jessica Meraz, Jack Fisher, Eve Sigall, Jerod Meagher'",b'United States',2020-10-30,2019,b'TV-14',b'87 min',"b'Dramas, Independent Movies, Thrillers'",b'A woman stages her own suicide but still lives in fear of her abusive ex-boyfriend tracking her down and stealing the son he never knew he had.'
b's1776',b'Movie',b'His House',b'Remi Weekes',"b'\xe1\xb9\xa2\xe1\xbb\x8dp\xe1\xba\xb9\xcc\x81 D\xc3\xacr\xc3\xads\xc3\xb9, Wunmi Mosaku, Matt Smith, Malaika Wakoli-Abigaba'",b'United Kingdom',2020-10-30,2020,b'TV-14',b'93 min',"b'Horror Movies, Independent Movies'","b'As a young couple from war-torn South Sudan seeks asylum and a fresh start in England, they\xe2\x80\x99re tormented by a sinister force living in their new home.'"
b's1777',b'Movie',b'In Line',b'Tope Oshin',"b'Chris Attoh, Adesua Etomi, Uzor Arukwe, Sika Osei, Leonora Okien, Shawn Faqua, Tina Mba'",b'Nigeria',2020-10-30,2017,b'TV-14',b'114 min',"b'Dramas, International Movies'","b'A convicted murderer gets out of prison and reunites with his wife, who is plotting revenge against him after years of physical and emotional abuse.'"
b's1778',b'Movie',b'Kaali Khuhi',b'Terrie Samundra',"b'Shabana Azmi, Leela Samson, Sanjeeda Sheikh, Satyadeep Misra, Riva Arora, Hetvi Bhanushali, Rose Rathod'",b'India',2020-10-30,2020,b'TV-14',b'91 min',"b'Horror Movies, International Movies'","b""When a restless spirit curses a village that has a history of female infanticide, the town's fate lies in the hands of a 10-year-old girl."""
b's1779',b'TV Show',b'Kongsuni and Friends',,"b'Hong So-yeong, Choi Bo-bae, Kim Eun-ah, Jeong Hye-won, Bae Jin-hong, Um Sang-hyun, Cha Moo-jin, Jang Min-young, Jang Do-young, Kim Sook-young, Park Ran, Kim Chang-won, Park Yeon-kyung'",,2020-10-30,2020,b'TV-Y',b'2 Seasons',"b""Kids' TV, Korean TV Shows""",b'A bright-eyed girl and her magical owl sidekick find adventure when enchanting powers and creative ideas lead to important lessons.'
b's1780',b'TV Show',"b""Marvel's Agents of S.H.I.E.L.D.""",,"b'Clark Gregg, Ming-Na Wen, Brett Dalton, Chloe Bennet, Iain De Caestecker, Elizabeth Henstridge, Adrianne Palicki, Luke Mitchell, Henry Simmons'",b'United States',2020-10-30,2020,b'TV-14',b'7 Seasons',"b'TV Action & Adventure, TV Sci-Fi & Fantasy'","b""Agent Phil Coulson, seen in action in Marvel's The Avengers, assembles a team of top S.H.I.E.L.D. agents to investigate bizarre threats."""
b's1781',b'Movie',b'Rogue City',b'Olivier Marchal',"b'Lannick Gautry, Stanislas Merhar, Kaaris, David Belle, Jean Reno, Claudia Cardinale, G\xc3\xa9rard Lanvin, Patrick Catalifo, Moussa Maaskri, Catherine Marchal'",b'France',2020-10-30,2020,b'TV-MA',b'116 min',"b'Dramas, International Movies, Thrillers'","b'Caught in the crosshairs of police corruption and Marseille\xe2\x80\x99s warring gangs, a loyal cop must protect his squad by taking matters into his own hands.'"
b's1782',b'TV Show',b'Somebody Feed Phil',,b'Philip Rosenthal',b'United States',2020-10-30,2020,b'TV-14',b'4 Seasons',"b'Docuseries, Reality TV'","b'""Everybody Loves Raymond"" creator Phil Rosenthal travels the globe to take in the local cuisine and culture of Bangkok, Lisbon, Mexico City and more.'"
b's1783',b'TV Show',b'Suburra: Blood on Rome',,"b'Alessandro Borghi, Giacomo Ferrara, Eduardo Valdarnini, Francesco Acquaroli, Filippo Nigro, Claudia Gerini, Adamo Dionisi, Barbara Chichiarelli, Federico Tocci, Gerasimos Skiadaresis, Elisabetta De Palo, Carlotta Antonelli, Renato Marchetti, Paola Sotgiu'",b'Italy',2020-10-30,2020,b'TV-MA',b'3 Seasons',"b'Crime TV Shows, International TV Shows, TV Dramas'","b'In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican.'"
b's1784',b'Movie',b'The Day of the Lord',b'Santiago Alvarado Ilarri',"b'Juli F\xc3\xa0bregas, Ximena Romo, H\xc3\xa9ctor Illanes, Dolores Heredia'","b'Mexico, Spain'",2020-10-30,2020,b'TV-MA',b'93 min',"b'Horror Movies, International Movies'","b'In this horror movie, a retired priest haunted by his sins is pulled back into the darkness when a friend begs him to help his possessed daughter.'"
b's1785',b'Movie',b'Pagpag: Nine Lives',b'Frasco Mortiz',"b'Daniel Padilla, Kathryn Bernardo, Shaina Magdayao, Paulo Avelino, Matet De Leon, Janus del Prado, Miles Ocampo, Clarence Delgado, CJ Navato, Michelle Vito'",b'Philippines',2020-10-29,2013,b'TV-14',b'106 min',"b'Horror Movies, International Movies'","b'After ignoring superstitions, a group of teenagers find themselves in a fight for their lives when they are haunted \xe2\x80\x94 and hunted \xe2\x80\x94 by an evil spirit.'"
b's1786',b'Movie',b'Holidate',b'John Whitesell',"b'Emma Roberts, Luke Bracey, Kristin Chenoweth, Frances Fisher, Jessica Capshaw, Andrew Bachelor, Cynthy Wu, Alex Moffat, Manish Dayal'",b'United States',2020-10-28,2020,b'TV-MA',b'105 min',"b'Comedies, Romantic Movies'","b""Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way."""
b's1787',b'Movie',b'La Gran Ilusi\xc3\xb3n',b'Antonio D\xc3\xadaz',b'Antonio D\xc3\xadaz',,2020-10-28,2016,b'TV-14',b'50 min',b'International Movies',"b'Known as ""El Mago Pop,"" illusionist Antonio D\xc3\xadaz shocks and awes celebrities and bystanders around the world with his mind-blowing performances.'"
b's1788',b'Movie',b'Metallica Through The Never',b'Nimr\xc3\xb3d Antal',"b'Dane DeHaan, James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo'",b'United States',2020-10-28,2013,b'R',b'93 min',b'Music & Musicals',"b'As heavy metal band Metallica tears up the stage, a young roadie is sent on an urgent errand. But his mission soon takes a surreal turn.'"
b's1789',b'Movie',b'Nobody Sleeps in the Woods Tonight',b'Bartosz M. Kowalski',"b'Julia Wieniawa-Narkiewicz, Micha\xc5\x82 Lupa, Wiktoria G\xc4\x85siewska, Stanis\xc5\x82aw Cywka, Sebastian Dela, Gabriela Muska\xc5\x82a, Micha\xc5\x82 Zbroja, Miros\xc5\x82aw Zbrojewicz, Piotr Cyrwus, Olaf Lubaszenko, Wojciech Mecwaldowski'",b'Poland',2020-10-28,2020,b'TV-MA',b'103 min',"b'Horror Movies, International Movies'","b'Addicted to technology, a group of teens attends a rehabilitation camp in the forest, but a sinister force there intends to take them offline forever.'"
b's1790',b'Movie',b'Secrets of the Saqqara Tomb',b'James Tovell',,b'United States',2020-10-28,2020,b'TV-PG',b'114 min',b'Documentaries',"b'After unearthing a tomb that had been untouched for 4,400 years, Egyptian archaeologists attempt to decipher the history of the extraordinary find.'"
b's1791',b'TV Show',b'Blood of Zeus',,"b""Derek Phillips, Jason O'Mara, Claudia Christian, Mamie Gummer, Jessica Henwick, Elias Toufexis, Chris Diamantopoulos, Adetokumboh M'Cormack, Matthew Mercer, Melina Kanakaredes, Danny Jacobs, Matt Lowe, Adam Croasdell, Jennifer Hale, David Shaughnessy, Fred Tatasciore, Vanessa Marshall""",b'United States',2020-10-27,2020,b'TV-MA',b'1 Season',b'Anime Series',"b'A commoner living in ancient Greece, Heron discovers his true heritage as a son of Zeus, and his purpose: to save the world from a demonic army.'"
b's1792',b'TV Show',b'Chico Bon Bon: Monkey with a Tool Belt',,"b'Robbie Daymond, Dayci Brookshire, Anthony Tedesco, Andy Abbott, Roberta Lemons, Cole Seaver'",b'United States',2020-10-27,2020,b'TV-Y',b'4 Seasons',"b""Kids' TV""","b'Armed with tools and engineering smarts, monkey mechanic Chico Bon Bon and his Fix-It Force help the people of Blunderburg solve all of their problems.'"
b's1793',b'Movie',b'Guillermo Vilas: Settling the Score',b'Mat\xc3\xadas Gueilburt',,b'Argentina',2020-10-27,2020,b'TV-14',b'95 min',"b'Documentaries, International Movies, Sports Movies'","b'An Argentine journalist strives to prove that his countryman, tennis star Guillermo Vilas, was wrongly denied the No. 1 world ranking in the 1970s.'"
b's1794',b'Movie',"b""Sarah Cooper: Everything's Fine""",b'Natasha Lyonne',"b'Sarah Cooper, Fred Armisen, Maya Rudolph, Ben Stiller, Megan Thee Stallion, Jane Lynch, Jon Hamm, Aubrey Plaza, Connie Chung, Jordan Black, Tommy Davidson, Helen Mirren, Jonathan Van Ness, Danielle Brooks, Winona Ryder, Marcella Arguello, Eddie Pepitone, Marisa Tomei, Whoopi Goldberg, Tom Kane'",b'United States',2020-10-27,2020,b'TV-MA',b'50 min',b'Comedies',"b'Comedian and Trump lip-synching sensation Sarah Cooper tackles politics, race and other light topics in a sketch special packed with celebrity guests.'"
b's1795',b'TV Show',b'The Devil Punisher',"b'Chang Chin-jung, Chen Rong-hui'","b'Mike He, Ivy Shao, Anson Chen, Jane Chang, Roy Chang, Amanda Chou, Johnny Yang, Yin Chao-te, Tan Ai-Chen, Chen Bor-jeng, Dewi Chien'",b'Taiwan',2020-10-26,2020,b'TV-14',b'1 Season',"b'International TV Shows, Romantic TV Shows, TV Mysteries'","b""A baker by day and demon fighter by night, a reincarnated deity must jog his amnesiac lover's memory of their millennium-long romance."""
b's1796',b'Movie',b'Ajab Prem Ki Ghazab Kahani',b'Rajkumar Santoshi',"b'Ranbir Kapoor, Katrina Kaif, Govind Namdeo, Darshan Jariwala, Zakir Hussain, Smita Jaykar, Navneet Nishan, Dolly Bindra, Upen Patel'",b'India',2020-10-25,2009,b'TV-14',b'150 min',"b'Comedies, International Movies, Music & Musicals'","b""A young man's obsession with making others happy drives him to help the girl he loves marry someone else, then try to win her heart."""
b's1797',b'Movie',"b""Black '47""",b'Lance Daly',"b'Hugo Weaving, James Frecheville, Stephen Rea, Freddie Fox, Barry Keoghan, Moe Dunford, Sarah Greene, Jim Broadbent'","b'Ireland, Luxembourg, Belgium'",2020-10-24,2018,b'R',b'100 min',"b'Action & Adventure, Dramas, Independent Movies'","b'When the Great Famine ravages his beloved country, a battle-hardened Irishman deserts the British Empire and exacts revenge on the tyrants responsible.'"
